ano,trimestre,CodigoDepartamento,departamento,CodigoMunicipio,municipio,impuestomes1,impuestomes2,impuestomes3,totalimpuesto
2016,1,68,SANTANDER,68615,RIONEGRO,38403941,34252053,38540248,111196242
2016,1,68,SANTANDER,68745,SIMACOTA,60155064,56644362,56759098,173558524
2016,1,70,SUCRE,70110,BUENAVISTA,5670054,5413404,6394677,17478135
2016,1,70,SUCRE,70215,COROZAL,14440058,13393387,15711502,43544947
2016,1,70,SUCRE,70997,GALERAS,439651,328259,362233,1130143
2016,1,70,SUCRE,70473,MORROA,2909589,2662866,3113464,8685919
2016,1,70,SUCRE,70523,PALMITO,22033980,21416086,26043848,69493914
2016,1,70,SUCRE,70702,SAN JUAN BETULIA,15352398,14224263,16681782,46258443
2016,1,70,SUCRE,70713,SAN ONOFRE,28492810,39152269,55628540,123273619
2016,1,70,SUCRE,70717,SAN PEDRO,13530703,14360559,17366095,45257357
2016,1,70,SUCRE,70001,SICELEJO,29260465,26569133,31003865,86833463
2016,1,70,SUCRE,70742,SINCE,26403697,21176631,23890277,71470605
2016,1,70,SUCRE,70820,TOLU,32158482,44189307,62785291,139133080
2016,1,73,TOLIMA,73026,ALVARADO,53839139,47952042,45853282,147644463
2016,1,73,TOLIMA,73148,CARMEN DE APICALA,9832766,8882098,9408862,28123726
2016,1,73,TOLIMA,73200,COELLO,17971223,16188788,15825036,49985047
2016,1,73,TOLIMA,73217,COYAIMA,34661508,31350554,30194164,96206226
2016,1,73,TOLIMA,73268,ESPINAL,29566327,26652500,27509317,83728144
2016,1,73,TOLIMA,73270,FALAN,1087660,968727,926329,2982716
2016,1,73,TOLIMA,73275,FLANDES,9536530,8614503,9125397,27276430
2016,1,73,TOLIMA,73319,GUAMO,56219380,50969803,49562821,156752004
2016,1,73,TOLIMA,73055,GUAYABAL,57645947,51342589,49095433,158083969
2016,1,73,TOLIMA,73349,HONDA,27191484,24218204,23158224,74567912
2016,1,73,TOLIMA,73001,IBAGUE,44050205,39233488,37516321,120800014
2016,1,73,TOLIMA,73408,LERIDA,56014459,49889498,47705939,153609896
2016,1,73,TOLIMA,73443,MARIQUIRTA,54382969,48436406,46316446,149135821
2016,1,73,TOLIMA,73483,NATAGAIMA,60163757,54416765,52409559,166990081
2016,1,73,TOLIMA,73547,PIEDRAS,33989356,30272754,28947779,93209889
2016,1,73,TOLIMA,73678,SAN LUIS,2139838,1940027,1886474,5966339
2016,1,73,TOLIMA,73770,SUAREZ,2973757,2686243,2845554,8505554
2016,1,73,TOLIMA,73861,VENADILLO,41602971,37053850,35432080,114088901
2015,4,52,NARIÑO,52323,GUALMATAN,0,148261,1208507,1356768
2015,4,23,CORDOBA,23586,PURÍSIMA,23531369,22832245,22289758,68653372
2016,1,52,NARIÑO,52215,CORDOBA,12259145,9723523,10320141,32302809
2015,1,68,SANTANDER,68368,JESÚS MARIA,124133453,112322119,123845082,360300654
2015,1,52,NARIÑO,52317,GUACHUCAL,4913170,5700013,6543478,17156661
2015,4,52,NARIÑO,52079,BARBACOAS,0,871737,7105690,7977427
2016,1,47,MAGDALENA,47692,SAN SEBASTIÁN BUENAVISTA,21751253,19656898,22910396,64318547
2015,1,52,NARIÑO,52720,SAPUYES,470679,546059,626861,1643599
2015,3,23,CORDOBA,23586,PURÍSIMA,21356791,22779014,22126723,66262528
2015,1,52,NARIÑO,52612,RICAUTE,7461262,8656181,9937088,26054531
2016,1,73,TOLIMA,73671,SANDAÑA,32953134,29837929,28865015,91656078
2016,1,52,NARIÑO,52022,ALDANA,1482423,1175806,1247951,3906180
2016,1,52,NARIÑO,52612,RICAUTE,9931844,7877591,8360945,26170380
2015,4,86,PUTUMAYO,86571,PUERTO GUZMÁN,1904121.9749642401,1735995.4954599701,2074003.0174012501,5714120.48782547
2015,3,54,NORTE DE SANTANDER,54206,CONVENCIÓN,66772,1865883,4527596,6460251
2016,1,52,NARIÑO,52835,TUMACO,57045418,45246424,48022664,150314506
2015,4,52,NARIÑO,52022,ALDANA,0,54328,442835,497163
2015,4,52,NARIÑO,52720,SAPUYES,0,22961,187160,210121
2015,1,52,NARIÑO,52022,ALDANA,1113665,1292018,1483206,3888889
2015,2,52,NARIÑO,52079,BARBACOAS,25270145,20915325,4997690,51183160
2015,2,23,CORDOBA,23586,PURÍSIMA,17451020,18834341,17574416,53859777
2015,4,68,SANTANDER,68368,JESÚS MARIA,155129267,151036812,146520803,452686882
2015,3,73,TOLIMA,73585,PURIFICACIÓN,3004532,2425278,2734525,8164335
2016,2,73,TOLIMA,73547,PIEDRAS,24924432,29898582,26178860,81001874
2016,2,70,SUCRE,70110,BUENAVISTA,5057768,5530448,5640958,16229174
2016,2,41,HUILA,41132,CAMPOALEGRE,7941126.9657997703,8515857.0683189295,8239702.9583808901,24696686.992499601
2016,2,85,CASANARE,85225,NUNCHIA,102406922.193799,174045915.945573,215071120.15251699,491523958.29188901
2016,2,70,SUCRE,70001,SICELEJO,26646305,28187634,29117240,83951179
2016,2,13,BOLIVAR,13780,TALAIGUA NUEVO,5686537,5375437,5808134,16870108
2016,2,73,TOLIMA,73026,ALVARADO,39480299,47359353,41467313,128306965
2016,2,20,CESAR,20614,RIO DE ORO,20620227,18045793,19154099,57820119
2016,3,20,CESAR,20550,PELAYA,14881629,25397970,22702375,62981974
2016,3,52,NARIÑO,52317,GUACHUCAL,3914760,0,0,3914760
2016,3,47,MAGDALENA,47707,SANTA ANA,4376615,10539542,7431758,22347915
2016,3,70,SUCRE,70717,SAN PEDRO,3647038,8782611,6192891,18622540
2016,3,15,BOYACA,15599,RAMIRIQUI,195434.93220679901,225837.740897204,127677.615458548,548950.28856255196
2016,3,15,BOYACA,15646,SAMACA,260376.048414135,300881.41302890098,170103.63811961201,731361.09956264903
2016,3,15,BOYACA,15106,BRICEÑO,124581.84134647599,143962.398578422,81389.300535699702,349933.54046059703
2016,3,15,BOYACA,15104,BOYACA,67546.009253671305,78053.795011064198,44127.798944992101,189727.603209728
2016,3,15,BOYACA,15897,ZETAQUIRA,264226.75987393502,305331.15989405202,172619.30740889799,742177.227176885
2016,3,13,BOLIVAR,13838,TURBANA,14406176,18605879,17131111,50143166
2016,3,13,BOLIVAR,13442,MARIA LA BAJA,24149882,31190082,28717845,84057809
2016,3,47,MAGDALENA,47545,PIJINO DEL CARMEN,3006827,7240887,5105774,15353488
2016,3,23,CORDOBA,23586,PURÍSIMA,5842617,6046673,5729216,17618506
2016,3,15,BOYACA,15223,CUBARA,4962323.7233956996,14960104.2143432,12283410.7585887,32205838.696327601
2016,3,13,BOLIVAR,13052,ARJONA,19206113,24805099,22838958,66850170
2016,3,54,NORTE DE SANTANDER,54673,SAN CAYETANO,1640981,6867684,5944169,14452834
2016,3,20,CESAR,20517,PAILITAS,3753174,9038202,6373116,19164492
2016,3,15,BOYACA,15455,MIRAFLORES,435526.79172534001,503279.457939382,284529.59564548498,1223335.84531021
2016,3,54,NORTE DE SANTANDER,54206,CONVENCIÓN,1022983,4281297,3705580,9009860
2016,3,73,TOLIMA,73319,GUAMO,46122297,49334142,54580108,150036547
2016,3,13,BOLIVAR,13212,CORDOBA,2370224,5707854,4024785,12102863
2016,3,47,MAGDALENA,47318,GUAMAL,19464902,30950769,29136157,79551828
2016,3,68,SANTANDER,68101,BOLIVAR,18990598,18319757,13161285,50471640
2016,3,52,NARIÑO,52720,SAPUYES,375032,0,0,375032
2016,3,86,PUTUMAYO,86569,PUERTO CAICEDO,11859748.2825315,8410202.3182573505,6873733.4269965403,27143684.027785402
2016,3,52,NARIÑO,52079,BARBACOAS,14238418,0,0,14238418
2015,4,15,BOYACA,15176,CHIQUINQUIRÁ,144079.71233152301,119106.749145041,154802.514584591,417988.97606115497
2015,2,47,MAGDALENA,47692,SAN SEBASTIÁN BUENAVISTA,20201713,24716282,15768876,60686871
2015,4,52,NARIÑO,52585,PUPIALES,0,194540,1585730,1780270
2015,1,23,CORDOBA,23586,PURÍSIMA,18092261,16195205,18105163,52392629
2015,4,52,NARIÑO,52573,PUERRES,0,962346,7844265,8806611
2016,1,52,NARIÑO,52323,GUALMATAN,4045562,3208798,3405685,10660045
2015,4,73,TOLIMA,73671,SANDAÑA,36069516,31492560,31870984,99433060
2015,3,70,SUCRE,70998,COVEÑAS,57281805,61859289,61858174,180999268
2015,1,73,TOLIMA,73671,SANDAÑA,40443723,30682485,31790630,102916838
2015,1,52,NARIÑO,52079,BARBACOAS,17869745,20731580,23799354,62400679
2015,4,52,NARIÑO,52435,MALLAMA,0,833436,6793499,7626935
2015,4,52,NARIÑO,52612,RICAUTE,0,363981,2966882,3330863
2015,2,52,NARIÑO,52210,CONTADERO,2420119,2003058,478629,4901806
2016,1,68,SANTANDER,68368,JESÚS MARIA,173537286,158528352,145038252,477103890
2016,1,23,CORDOBA,23586,PURÍSIMA,25507504,23123695,20496059,69127258
2015,3,15,BOYACA,15106,BRICEÑO,237245.930098274,292020.20049621101,330997.47610213299,860263.60669661802
2015,1,52,NARIÑO,52215,CORDOBA,9209638,10684559,12265617,32159814
2016,1,70,SUCRE,70998,COVEÑAS,74741112,71554494,72559536,218855142
2015,4,52,NARIÑO,52215,CORDOBA,0,449272,3662102,4111374
2015,2,86,PUTUMAYO,86571,PUERTO GUZMÁN,1254646.8515240599,1182249.6694024899,630034.79033647804,3066931.3112630299
2015,4,73,TOLIMA,73585,PURIFICACIÓN,1465140,0,0,1465140
2015,1,15,BOYACA,15176,CHIQUINQUIRÁ,77586.340776503697,10406.1657614162,1181.82458257896,89174.3311204989
2015,1,70,SUCRE,70998,COVEÑAS,50698566,48772691,54135805,153607062
2016,1,54,NORTE DE SANTANDER,54206,CONVENCIÓN,6375632,6653678,9153773,22183083
2015,4,70,SUCRE,70998,COVEÑAS,64894085,66886709,67101305,198882099
2015,2,52,NARIÑO,52215,CORDOBA,13023627,10779257,2575690,26378574
2016,1,52,NARIÑO,52573,PUERRES,26259228,20827898,22105861,69192987
2015,3,73,TOLIMA,73671,SANDAÑA,43477643,39056483,36851399,119385525
2015,2,52,NARIÑO,52317,GUACHUCAL,6947862,5750533,1374082,14072477
2015,3,47,MAGDALENA,47692,SAN SEBASTIÁN BUENAVISTA,20783126,23292760,20963307,65039193
2015,1,52,NARIÑO,52435,MALLAMA,17084631,19820729,22753721,59659081
2015,4,47,MAGDALENA,47692,SAN SEBASTIÁN BUENAVISTA,24186920,20999306,21085783,66272009
2015,1,52,NARIÑO,52573,PUERRES,19727151,22886448,26273093,68886692
2015,2,15,BOYACA,15176,CHIQUINQUIRÁ,113828.042647355,131075.90022128299,105903.067793201,350807.01066183898
2015,1,52,NARIÑO,52323,GUALMATAN,3039214,3525944,4047699,10612857
2015,3,68,SANTANDER,68368,JESÚS MARIA,147581294,151246433,145331456,444159183
2015,2,52,NARIÑO,52022,ALDANA,1574867,1303469,311462,3189798
2016,1,52,NARIÑO,52079,BARBACOAS,23786796,18866852,20024489,62678137
2015,2,70,SUCRE,70998,COVEÑAS,48722797,54313321,46314708,149350826
2016,1,52,NARIÑO,52585,PUPIALES,5308344,4210392,4468734,13987470
2015,1,52,NARIÑO,52210,CONTADERO,1711384,1985461,2279262,5976107
2016,1,52,NARIÑO,52210,CONTADERO,2278059,1806876,1917743,6002678
2015,2,15,BOYACA,15106,BRICEÑO,231871.93872609301,267006.46341372601,215728.47143059401,714606.87357041205
2015,4,52,NARIÑO,52317,GUACHUCAL,0,239678,1953663,2193341
2015,2,52,NARIÑO,52585,PUPIALES,5639373,4667536,1115301,11422210
2015,2,73,TOLIMA,73671,SANDAÑA,29727561,32833554,36533419,99094534
2016,1,52,NARIÑO,52435,MALLAMA,22741714,18037930,19144705,59924349
2015,4,52,NARIÑO,52835,TUMACO,0,2090596,17040844,19131440
2015,1,47,MAGDALENA,47692,SAN SEBASTIÁN BUENAVISTA,17741062,23632339,27204582,68577983
2015,2,52,NARIÑO,52720,SAPUYES,665601,550898,131636,1348135
2015,2,52,NARIÑO,52573,PUERRES,27896759,23089293,5517156,56503208
2015,1,73,TOLIMA,73585,PURIFICACIÓN,3595806,2879746,2866224,9341776
2015,3,86,PUTUMAYO,86571,PUERTO GUZMÁN,1198462.13644137,468665.13384769502,489112.690460257,2156239.9607493202
2015,2,52,NARIÑO,52612,RICAUTE,10551196,8732902,2086716,21370814
2015,2,52,NARIÑO,52323,GUALMATAN,4297845,3557194,849987,8705026
2016,1,52,NARIÑO,52720,SAPUYES,626531,496942,527434,1650907
2015,1,52,NARIÑO,52835,TUMACO,42855166,49718408,57075537,149649111
2015,2,52,NARIÑO,52435,MALLAMA,24159891,19996402,4778114,48934407
2015,1,86,PUTUMAYO,86571,PUERTO GUZMÁN,1532693.79732147,1214019.6182134701,1277198.9234187501,4023912.3389536901
2015,2,54,NORTE DE SANTANDER,54206,CONVENCIÓN,5588751,8420743,1667647,15677141
2015,1,15,BOYACA,15106,BRICEÑO,158046.249729915,21197.745069551602,2407.4204459941702,181651.41524546099
2016,1,86,PUTUMAYO,86571,PUERTO GUZMÁN,1277088.9655321001,1202483.21706184,1205913.2188207901,3685485.4014147301
2015,3,15,BOYACA,15176,CHIQUINQUIRÁ,116466.183866425,143355.37115268601,162489.67008650201,422311.225105613
2015,4,54,NORTE DE SANTANDER,54206,CONVENCIÓN,6197662,3378377,6032331,15608370
2015,1,54,NORTE DE SANTANDER,54206,CONVENCIÓN,6877903,7005997,7615583,21499483
2015,1,52,NARIÑO,52585,PUPIALES,3987874,4626531,5311147,13925552
2015,4,52,NARIÑO,52210,CONTADERO,0,83486,680511,763997
2015,2,52,NARIÑO,52835,TUMACO,60602781,50159066,11985443,122747290
2015,4,15,BOYACA,15106,BRICEÑO,293495.71030495397,242624.85936952801,315338.45563527697,851459.02530976001
2016,1,52,NARIÑO,52317,GUACHUCAL,6540024,5187318,5505602,17232944
2015,2,73,TOLIMA,73585,PURIFICACIÓN,2688689,2927899,2712994,8329582
2015,2,68,SANTANDER,68368,JESÚS MARIA,119830557,124394359,121116954,365341870
2016,2,73,TOLIMA,73319,GUAMO,42016483,55215132,46906539,144138154
2016,2,05,ANTIOQUIA,05895,ZARAGOZA,303001058,346064580,299717546,948783184
2016,2,73,TOLIMA,73770,SUAREZ,2447959,2437023,2427491,7312473
2016,2,23,CORDOBA,23660,SAHAGUN,258727776,295503998,255950825,810182599
2016,2,73,TOLIMA,73001,IBAGUE,32302063,38748563,33927802,104978428
2016,2,73,TOLIMA,73200,COELLO,13543327,16699536,14620026,44862889
2016,2,23,CORDOBA,23815,TUCHIN,53003254,60533928,52416335,165953517
2016,2,68,SANTANDER,68190,CIMITARRA,464746320,461385239,427687085,1353818644
2016,2,85,CASANARE,85125,HATO COROZAL,169981754.265223,288892875.24381602,356989212.51613897,815863842.02517903
2016,2,86,PUTUMAYO,86320,ORITO,43914121.571690701,41769167.705022901,46394691.120612502,132077980.39732599
2016,2,15,BOYACA,15696,SAN SOFIA,196756501.58251199,205925838.43063101,178299032.12056601,580981372.13370895
2016,2,73,TOLIMA,73483,NATAGAIMA,44070668,59579510,49909814,153559992
2016,2,20,CESAR,20011,AGUACHICA,124373189,108872872,115521767,348767828
2016,2,54,NORTE DE SANTANDER,54245,EL CARMEN,12994802,20442061,20883847,54320710
2016,2,20,CESAR,20175,CHIMICHAGUA,30610969,36138450,35831024,102580443
2016,2,54,NORTE DE SANTANDER,54720,SARDINATA,3086233,4854938,4959861,12901032
2016,2,15,BOYACA,15176,CHIQUINQUIRÁ,56411.979480989801,82596.348823174398,69409.052504526306,208417.38080869001
2016,2,85,CASANARE,85162,MONTEREY,1509579045.46205,1620260225.96455,1428927918.2114501,4558767189.6380596
2016,2,15,BOYACA,15531,PAUNA,4178.6651467399797,6118.2480609758804,5141.4112966315797,15438.3245043474
2016,2,50,META,50110,BARRANCA DE UPIA,155646871.78642699,165055340.205282,148979021.866631,469681233.85834002
2016,2,70,SUCRE,70523,PALMITO,21486464,22507427,23303535,67297426
2016,2,05,ANTIOQUIA,05604,REMEDIOS,369558176,422076868,365531030,1157166074
2016,2,70,SUCRE,70215,COROZAL,13037615,13983190,14367951,41388756
2016,2,15,BOYACA,15776,SUTAMARCHAN,9382616.1357707996,9819387.0252296608,8502070.9769328795,27704074.137933299
2016,2,23,CORDOBA,23570,PUEBLO NUEVO,105198375,0,0,105198375
2016,2,15,BOYACA,15469,MONIQUIRA,37834844.875656597,39596812.224949203,34284652.613379799,111716309.71398599
2016,2,23,CORDOBA,23555,PLANETA RICA,105550715,120551144,104402630,330504489
2016,2,86,PUTUMAYO,86865,VALLE DEL GUAMUEZ,5931547.0972573804,5634371.6024549296,6234526.6443164404,17800445.3440287
2016,2,73,TOLIMA,73270,FALAN,797582,956755,837723,2592060
2016,2,20,CESAR,20383,LA GLORIA,68060577,64051798,67418113,199530488
2016,2,86,PUTUMAYO,86757,SAN MIGUEL,2553961.3836568599,2468353.01993023,2878512.06367847,7900826.4672655603
2016,2,19,CAUCA,19933,PIAMONTE,427393,426785,366007,1220185
2016,2,23,CORDOBA,23182,CHINU,31363435,35816659,31000627,98180721
2016,2,70,SUCRE,70997,GALERAS,428692,405239,437859,1271790
2016,2,68,SANTANDER,68572,PUENTE NACIONAL,226717479,237153939,205349148,669220566
2016,2,73,TOLIMA,73861,VENADILLO,30507503,36595864,32042924,99146291
2016,2,73,TOLIMA,73671,SANDAÑA,24363958,32509433,27409364,84282755
2016,2,70,SUCRE,70717,SAN PEDRO,11493915,13569393,13453959,38517267
2016,2,54,NORTE DE SANTANDER,54820,TOLEDO,41922201,65947616,67372851,175242668
2016,2,15,BOYACA,15407,VILLA DE LEYVA,149534600.73936599,156503139.54188699,135506845.78075099,441544586.06200403
2016,2,85,CASANARE,85139,MANI,25400115.912888698,26566442.085630398,24039417.314359199,76005975.312878296
2016,3,73,TOLIMA,73861,VENADILLO,31052491,31906003,34455527,97414021
2016,2,54,NORTE DE SANTANDER,54385,LA ESPERANZA,18501405,16646569,17554453,52702427
2016,2,50,META,50226,CUMARAL,182336988.795928,193358447.19211799,174525187.16796201,550220623.15600705
2016,2,73,TOLIMA,73349,HONDA,19939544,23918865,20943089,64801498
2016,2,13,BOLIVAR,13001,CARTAGENA,7644560,7675922,8029342,23349824
2016,2,23,CORDOBA,23079,BUENAVISTA,169613828,193718306,167767121,531099255
2016,2,47,MAGDALENA,47692,SAN SEBASTIÁN BUENAVISTA,19845375,20929587,21645259,62420221
2016,2,73,TOLIMA,73275,FLANDES,7850351,7815281,7784714,23450346
2016,2,05,ANTIOQUIA,05765,SONSON,27080598,29192207,25243222,81516027
2016,2,54,NORTE DE SANTANDER,54800,TEORAMA,9880245,15542567,15878468,41301280
2016,2,47,MAGDALENA,47720,SANTA BARBARA DE PINTO,11445078,13511738,13396795,38353611
2016,2,90,DEPARTAMENTO NN,90999,MUNICIPIO NN,1494392,1754018,649894,3898304
2016,2,13,BOLIVAR,13212,CORDOBA,7469941,8818802,8743782,25032525
2016,2,68,SANTANDER,68101,BOLIVAR,19080537,18755108,17241218,55076863
2016,2,68,SANTANDER,68377,LA BELLEZA,129682398,135652053,117459713,382794164
2016,2,13,BOLIVAR,13052,ARJONA,20821078,20906495,21869087,63596660
2016,2,68,SANTANDER,68745,SIMACOTA,51714970,47594886,41239244,140549100
2016,2,70,SUCRE,70820,TOLU,44451601,44633960,46689029,135774590
2016,2,86,PUTUMAYO,86569,PUERTO CAICEDO,11720465.1170059,11699074.317766501,14766646.227998599,38186185.662771001
2016,2,23,CORDOBA,23670,SAN ANDRES DE SOTAVENTO,166002137,189592804,164191846,519786787
2016,2,52,NARIÑO,52720,SAPUYES,511548,470238,474007,1455793
2016,2,70,SUCRE,70473,MORROA,2641304,2808297,2895241,8344842
2016,2,13,BOLIVAR,13188,CICUCO,11926224,11273763,12181247,35381234
2016,2,41,HUILA,41885,YAGUARA,28279769.8744395,29162493.104516599,28585850.7834359,86028113.762391999
2016,2,47,MAGDALENA,47703,SAN ZENON,4378751,4950752,4986833,14316336
2016,2,13,BOLIVAR,13442,MARIA LA BAJA,26180550,26287953,27498322,79966825
2016,2,54,NORTE DE SANTANDER,54099,BOCHALEMA,5018537,7894637,8065253,20978427
2016,2,68,SANTANDER,68020,ALBANIA,98244241,102766707,88984631,289995579
2016,2,73,TOLIMA,73678,SAN LUIS,1599244,2101614,1785370,5486228
2016,2,15,BOYACA,15455,MIRAFLORES,295134449.42054498,308888314.07296199,267448175.42853001,871470938.92203701
2016,2,52,NARIÑO,52435,MALLAMA,18568075,17068618,17205437,52842130
2016,2,68,SANTANDER,68271,FLORIAN,306219742,320315921,277358249,903893912
2016,2,86,PUTUMAYO,86571,PUERTO GUZMÁN,1169432.83038916,1145141.3548254101,1002923.18700713,3317497.3722216999
2016,2,73,TOLIMA,73408,LERIDA,41075463,49272864,43142761,133491088
2016,2,85,CASANARE,85263,PORE,61465440.366151303,104463728.926166,129087379.96597999,295016549.25829703
2016,2,15,BOYACA,15599,RAMIRIQUI,128653505.61443,134651173.22135001,116586317.483337,379890996.31911802
2016,2,54,NORTE DE SANTANDER,54206,CONVENCIÓN,5508957,8666114,8853403,23028474
2016,2,41,HUILA,41615,RIVERA,4205972.3850480998,4510374.8899396705,4364111.4483124102,13080458.7233002
2016,2,15,BOYACA,15104,BOYACA,45405799.897337899,47522011.078589097,41146488.442432798,134074299.41835999
2016,2,54,NORTE DE SANTANDER,54810,TIBU,22554046,35479662,36246435,94280143
2016,2,73,TOLIMA,73055,GUAYABAL,42271835,50707996,44399345,137379176
2016,2,15,BOYACA,15223,CUBARA,18167678.8368202,28386868.440722901,28531038.311339099,75085585.588882193
2016,2,52,NARIÑO,52612,RICAUTE,8109117,7454269,7514021,23077407
2016,2,20,CESAR,20295,GAMARRA,42137973,36828686,39064507,118031166
2016,2,52,NARIÑO,52022,ALDANA,1210363,1112621,1121539,3444523
2016,2,52,NARIÑO,52835,TUMACO,46576244,42814999,43158195,132549438
2016,2,41,HUILA,41524,PALERMO,33130626.1907814,34164764.915375799,33489209.9622024,100784601.06836
2016,2,15,BOYACA,15507,OTANCHE,415169363.63289899,434649163.35183501,376325268.18308401,1226143795.16782
2016,2,68,SANTANDER,68615,RIONEGRO,34065675,29009867,30975491,94051033
2016,2,54,NORTE DE SANTANDER,54172,CHINACOTA,13820909,21741607,22211478,57773994
2016,2,47,MAGDALENA,47318,GUAMAL,22043250,22707846,23700357,68451453
2016,2,47,MAGDALENA,47245,EL BANCO,36390389,35656377,37965257,110012023
2016,2,15,BOYACA,15861,VENTAQUEMADA,60542894.029118903,63365358.504978903,54864233.624019302,178772486.158117
2016,2,05,ANTIOQUIA,05736,SEGOVIA,132831499,151707716,131379973,415919188
2016,2,15,BOYACA,15367,JENESANO,204323800.27219,213845683.81721801,185156368.21473399,603325852.304142
2016,2,52,NARIÑO,52323,GUALMATAN,3303107,3036366,3060705,9400178
2016,2,20,CESAR,20550,PELAYA,21135054,22777680,23361224,67273958
2016,2,73,TOLIMA,73443,MARIQUIRTA,39879089,47837732,41886175,129602996
2016,2,23,CORDOBA,23350,LA APARTADA,80642605,92096721,79730521,252469847
2016,2,68,SANTANDER,68575,PUERTO WILCHES,97176737,130405817,134995442,362577996
2016,2,15,BOYACA,15897,ZETAQUIRA,174060454.64468399,182174866.818156,157734219.813876,513969541.27671599
2016,2,54,NORTE DE SANTANDER,54250,EL TARRA,17352453,27297062,27886996,72536511
2016,2,70,SUCRE,70998,COVEÑAS,61780900,68075422,62845805,192702127
2016,2,13,BOLIVAR,13430,MAGANGUE,24092315,24811654,25899001,74802970
2016,2,52,NARIÑO,52079,BARBACOAS,19421360,17852996,17996102,55270458
2016,2,25,CUNDINAMARCA,25148,CAPARRAPI,5104023,2280822,1631159,9016004
2016,2,25,CUNDINAMARCA,25530,PARATEBUENO,184988542,195995149,176793325,557777016
2016,2,05,ANTIOQUIA,05591,PUERTO TRIUNFO,54398747,58640485,50707876,163747108
2016,2,13,BOLIVAR,13838,TURBANA,15617533,15681603,16403627,47702763
2016,2,41,HUILA,41349,HOBO,1161350.58393119,1245402.0218490099,1205015.84766835,3611768.4534485601
2016,2,52,NARIÑO,52317,GUACHUCAL,5339776,4908565,4947911,15196252
2016,2,52,NARIÑO,52573,PUERRES,21440043,19708661,19866642,61015346
2016,2,73,TOLIMA,73268,ESPINAL,23815867,25213313,24268686,73297866
2016,2,47,MAGDALENA,47707,SANTA ANA,13793233,16283903,16145378,46222514
2016,2,15,BOYACA,15514,PAEZ,166487859.496932,174247266.55215201,150870365.98088899,491605492.02997398
2016,2,20,CESAR,20787,TAMALAMEQUE,25193873,24829848,26375564,76399285
2016,2,73,TOLIMA,73148,CARMEN DE APICALA,8094209,8058050,8026533,24178792
2016,2,05,ANTIOQUIA,05579,PUERTO BERRIO,313049394,357542543,309665209,980257146
2016,2,54,NORTE DE SANTANDER,54001,CUCUTA,31284559,49213592,50277178,130775329
2016,2,15,BOYACA,15106,BRICEÑO,114913.291535349,168251.82167683699,141388.81065736801,424553.923869555
2016,2,52,NARIÑO,52215,CORDOBA,10009303,9201007,9274760,28485070
2016,2,70,SUCRE,70713,SAN ONOFRE,39384665,39546237,41367054,120297956
2016,2,70,SUCRE,70702,SAN JUAN BETULIA,13867465,14862710,15275812,44005987
2016,2,17,CALDAS,17380,LA DORADA,157392140,167970453,145076167,470438760
2016,2,25,CUNDINAMARCA,25320,GUADUAS,98413676,43977864,31451335,173842875
2016,2,15,BOYACA,15667,SAN LUIS DE GACENO,30268600.298928201,31678510.695997901,27428613.725563802,89375724.720489904
2016,2,05,ANTIOQUIA,05154,CAUCASIA,350925305,400801023,347128075,1098854403
2016,2,70,SUCRE,70742,SINCE,25161715,24714138,26288640,76164493
2016,2,54,NORTE DE SANTANDER,54673,SAN CAYETANO,8836990,13901427,14201859,36940276
2016,2,52,NARIÑO,52210,CONTADERO,1859981,1709780,1723485,5293246
2016,2,15,BOYACA,15832,TUNUNGUA,73126.640067949702,107069.341067078,89974.697691052599,270170.67882607999
2016,2,20,CESAR,20517,PAILITAS,11828410,13964288,13845495,39638193
2016,2,81,ARAUCA,81736,SARAVENA,214242022.76626801,279428576.65903401,279490150.10787201,773160749.53317404
2016,2,52,NARIÑO,52585,PUPIALES,4334138,3984136,4016072,12334346
2016,2,50,META,50606,RESTREPO,17837530.697349999,18916121.960362501,17073927.516312301,53827580.174024798
2016,2,85,CASANARE,85300,SABANALARGA,289877178.79988301,303522035.834261,267366439.839555,860765654.47369897
2016,2,13,BOLIVAR,13468,MOMPOS,13271982,12545897,13555782,39373661
2016,2,47,MAGDALENA,47545,PIJINO DEL CARMEN,9476241,11187384,11092214,31755839
2016,2,23,CORDOBA,23464,MOMIL,58780715,67134080,58139699,184054494
2016,2,50,META,50573,PUERTO LOPEZ,429596293.72029603,468922685.64223802,415261471.44909501,1313780450.81163
2016,2,86,PUTUMAYO,86001,MOCOA,0,0,472544.75638687302,472544.75638687302
2016,2,81,ARAUCA,81300,FORTUL,61252040.3965379,107205307.856732,133531058.049444,301988406.30271399
2016,2,81,ARAUCA,81794,TAME,177404412.837194,310498956.48423398,386746281.84268397,874649651.16411197
2016,2,15,BOYACA,15639,SACHICA,105946709.06051201,110884462.415739,96008278.896086201,312839450.37233698
2016,2,05,ANTIOQUIA,05585,PUERTO NARE,50603818,57423790,51447259,159474867
2016,2,15,BOYACA,15135,CAMPOHERMOSO,166492372.455291,174253874.26005799,150875918.70508999,491622165.420439
2016,2,23,CORDOBA,23586,PURÍSIMA,18483920,21108479,18270473,57862872
2016,2,68,SANTANDER,68573,PUERTO PARRA,97863324,94804832,86073662,278741818
2016,2,73,TOLIMA,73217,COYAIMA,25389967,34324912,28754012,88468891
2016,2,20,CESAR,20710,SAN ALBERTO,48371015,42270743,44869246,135511004
